"","X","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count","total_engagement","parsed_timestamp","adjusted_timestamp","parsed_date","parsed_time","post_hour"
"178",178,310668279073583,"Ward Village","Tonight at Courtyard Cinema: Winter at Westbeth, a lit up Breathing Flower (Artist: Choi Jeong Hwa) & a lit up IBM Building for Hawaiʻi Says No More. #WeAreWard","2017-03-10T05:24:22+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/889902197816852/?type=3","310668279073583_889902197816852",NA,39,0,2,41,2017-03-10 05:24:22,2017-03-09 19:24:22,"03/09/17","19:24","19"
"179",179,310668279073583,"Ward Village","It's the Honolulu Biennial's opening week! Check out today's opening week events (including an artist talk with Jane Chang Mi) here > http://bit.ly/2m4X1We","2017-03-09T21:34:17+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/889634951176910/?type=3","310668279073583_889635961176809","Ward Village added 3 new photos.",9,0,3,12,2017-03-09 21:34:17,2017-03-09 11:34:17,"03/09/17","11:34","11"
"180",180,310668279073583,"Ward Village","Here at Ward Village, we’re proud to celebrate #InternationalWomensDay and the bold women transforming our neighborhood! Jeanne Gang (founding principal of Studio Gang) named by Architectural Digest as one of the world’s top female architects, is part of the all-star team helping to design the future of Ward Village! Pictured here the Aqua Tower, 3rd tallest building in the world to have a woman as the lead architect.

Photo by John Picken, http://bit.ly/2n0Sadp, no changes made","2017-03-09T02:15:30+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/888971997909872/?type=3","310668279073583_888971997909872",NA,11,0,2,13,2017-03-09 02:15:30,2017-03-08 16:15:30,"03/08/17","16:15","16"
"181",181,310668279073583,"Ward Village","Through the month of March, spend $250 or more to receive 2 complimentary movie tickets & free valet, tip included! Details here > http://bit.ly/2l8AaZr","2017-03-04T18:00:00+0000","link","http://bit.ly/2l8AaZr","310668279073583_885878278219244",NA,3,0,0,3,2017-03-04 18:00:00,2017-03-04 08:00:00,"03/04/17","08:00","08"
"182",182,310668279073583,"Ward Village","In support of Kidney Awareness Month, the IBM Building will be lit orange beginning tonight through the 4th! #WeAreWard","2017-03-01T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/884632978343774/?type=3","310668279073583_884632978343774",NA,6,0,0,6,2017-03-01 22:00:00,2017-03-01 12:00:00,"03/01/17","12:00","12"
"183",183,310668279073583,"Ward Village","Did you know that Hawai‘i has been voted the Happiest State in the Country? Find out why here > http://bit.ly/2mpTy9f","2017-02-28T22:15:01+0000","link","http://bit.ly/2mpTy9f","310668279073583_884025835071155",NA,2,0,0,2,2017-02-28 22:15:01,2017-02-28 12:15:01,"02/28/17","12:15","12"
"184",184,310668279073583,"Ward Village","Courtyard Cinema: Winter at Westbeth
Thursday, March 9th, 2017
6:00pm - 9:00pm

Admission is free, tickets required: http://bit.ly/CCinemaMar17

Filmed across one extraordinary year in New York City's Westbeth Artists Housing, video artist Edith Stephen (95) hopes to complete an experimental film for her birthday; revered contemporary dancer Dudley Williams (75) rehearses for an electrifying return to the stage; and published poet Ilsa Gilbert (82) faces her impending mortality with revealingly candind poetry. An inspirational story about community, ageing and the need to keep creating.

1240 Ala Mona Blvd.
Honolulu, HI 96814
Free parking is available across the street in the T.J. Maxx Parking Garage or at Ward Centre.","2017-02-27T21:17:30+0000","event","https://www.facebook.com/events/1848508958695925/","310668279073583_1848508958695925","Ward Village added an event.",0,0,0,0,2017-02-27 21:17:30,2017-02-27 11:17:30,"02/27/17","11:17","11"
"185",185,310668279073583,"Ward Village","Look what got installed this week in the Courtyard. Artificial Rock No. 131 Edition 3/4 by Zhan Wang (China)","2017-02-25T05:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/881886485285090/?type=3","310668279073583_881886485285090",NA,4,0,0,4,2017-02-25 05:00:00,2017-02-24 19:00:00,"02/24/17","19:00","19"
"186",186,310668279073583,"Ward Village","Have you checked out our urban art gallery at Ke Kilohana? The paintings, inspired by Kilohana - the Ko‘olau's highest peak, were created by 10 local artists. The barricade can be seen from Halekauwila & Ilaniwai Streets and Ward Avenue!","2017-02-24T01:15:26+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/881264892013916/?type=3","310668279073583_881264892013916",NA,9,0,0,9,2017-02-24 01:15:26,2017-02-23 15:15:26,"02/23/17","15:15","15"
"187",187,310668279073583,"Ward Village","Here's what had to happen for the Ke Kilohana Barricade Art to come to life! Hand stenciling by night. 

#WeAreWard","2017-02-19T18:00:06+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/877783249028747/?type=3","310668279073583_877783249028747",NA,5,0,0,5,2017-02-19 18:00:06,2017-02-19 08:00:06,"02/19/17","08:00","08"
"188",188,310668279073583,"Ward Village","Our favorite part of Saturday is here. Kakaako Farmers Market ends at 12pm today. Details here > http://bit.ly/kakaakofarmersmkt","2017-02-18T18:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/877783765695362/?type=3","310668279073583_877783765695362",NA,7,0,0,7,2017-02-18 18:00:01,2017-02-18 08:00:01,"02/18/17","08:00","08"
"189",189,310668279073583,"Ward Village","What's your favorite mural in Ward Village?","2017-02-18T04:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/877782795695459/?type=3","310668279073583_877782795695459",NA,9,1,2,12,2017-02-18 04:00:01,2017-02-17 18:00:01,"02/17/17","18:00","18"
"190",190,310668279073583,"Ward Village","We're at Kona Nui Nights! Up next, Grammy winner @kalanipeamusic! #WeAreWard","2017-02-16T04:18:07+0000","video","https://www.facebook.com/WardVillage/videos/876371469169925/","310668279073583_876371469169925",NA,8,0,2,10,2017-02-16 04:18:07,2017-02-15 18:18:07,"02/15/17","18:18","18"
"191",191,310668279073583,"Ward Village","Kona Nui Nights is back! This month, enjoy music from Kalani Pe'a Music & a performance by Halau Hula o Kawailiula. Admission is free, tickets required > http://bit.ly/KNNFeb17","2017-02-11T18:01:38+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/871685056305233/?type=3","310668279073583_871685056305233",NA,13,0,0,13,2017-02-11 18:01:38,2017-02-11 08:01:38,"02/11/17","08:01","08"
"192",192,310668279073583,"Ward Village","Happy Aloha Friday from Waiea!","2017-02-10T22:30:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/871686276305111/?type=3","310668279073583_871686276305111",NA,3,0,0,3,2017-02-10 22:30:00,2017-02-10 12:30:00,"02/10/17","12:30","12"
"193",193,310668279073583,"Ward Village","LAST CHANCE! Today is the last day to pick up your #MediumWhiteTee from Emily Spivack's Art Installation at Ward Centre. Details here > http://bit.ly/2iacn9E","2017-02-09T22:00:04+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/871115199695552/?type=3","310668279073583_871115199695552",NA,0,0,0,0,2017-02-09 22:00:04,2017-02-09 12:00:04,"02/09/17","12:00","12"
"194",194,310668279073583,"Ward Village","If you've ever seen the facade of South Shore Market, you might wonder where the inspiration came from. Sig & Kuhao Zane of Sig Zane Designs tells us where on the blog > http://bit.ly/2kMnPxt","2017-02-08T22:40:00+0000","link","http://bit.ly/2kMnPxt","310668279073583_871131706360568",NA,1,0,1,2,2017-02-08 22:40:00,2017-02-08 12:40:00,"02/08/17","12:40","12"
"195",195,310668279073583,"Ward Village","There's still time to RSVP for this Thursday's (2/9) Courtyard Cinema screening of Southside with You! > http://bit.ly/CCinemaFeb17","2017-02-07T22:15:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/871113606362378/?type=3","310668279073583_871113606362378",NA,2,0,0,2,2017-02-07 22:15:00,2017-02-07 12:15:00,"02/07/17","12:15","12"
"196",196,310668279073583,"Ward Village","Whether you're looking for a gift for your significant other or searching for the perfect present for your keiki, our Valentine's Day Guide is here to help you plan the perfect day! > http://bit.ly/wvs_valentinesday","2017-02-07T05:00:02+0000","link","http://bit.ly/wvs_valentinesday","310668279073583_871113526362386",NA,1,0,0,1,2017-02-07 05:00:02,2017-02-06 19:00:02,"02/06/17","19:00","19"
"197",197,310668279073583,"Ward Village","There's less than one week left to visit #MediumWhiteTee, Emily Spivack's Art Installation at Ward Centre. All proceeds from t-shirt sales benefit The Bus Federation Civic Fund  Mala ʻAi ʻOpio Youth Community Food Systems Initiative (MA'O). > http://bit.ly/2iacn9E","2017-02-03T09:45:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/865298620277210/?type=3","310668279073583_865298620277210",NA,6,0,0,6,2017-02-03 09:45:00,2017-02-02 23:45:00,"02/02/17","23:45","23"
"198",198,310668279073583,"Ward Village","One of our favorite ways to relax on Sundays? Enjoying the free entertainment at the Ward Warehouse Amphitheater Stage from 1p - 2p. > http://bit.ly/2jPpoY1","2017-01-31T23:00:01+0000","link","http://bit.ly/2jPpoY1","310668279073583_867074806766258",NA,7,0,0,7,2017-01-31 23:00:01,2017-01-31 13:00:01,"01/31/17","13:00","13"
"199",199,310668279073583,"Ward Village","Woohoo, Courtyard Cinema is back! This February on 2/9, we're screening the film Southside With You, a dramatization of Michelle Robinson and Barack Obama's first date. Admission is free, family-friendly! Tickets available here > http://bit.ly/CCinemaFeb17","2017-01-30T22:15:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/862948890512183/?type=3","310668279073583_862948890512183",NA,2,0,1,3,2017-01-30 22:15:01,2017-01-30 12:15:01,"01/30/17","12:15","12"
"200",200,310668279073583,"Ward Village","""One study found that if you spend $100 at a farmers market, $62 goes back into the local economy... on the flipside if you were to spend $100 at a big-box supermarket, only $25 stays in your local economy."" > http://bit.ly/2kvAYIL","2017-01-28T18:00:04+0000","link","http://bit.ly/2kvAYIL","310668279073583_865434580263614",NA,8,0,1,9,2017-01-28 18:00:04,2017-01-28 08:00:04,"01/28/17","08:00","08"
"201",201,310668279073583,"Ward Village","Did you know that of the 30+ Nobu restaurants worldwide, Nobu Honolulu is one of only 5 locations that has a Teppan Table? > http://bit.ly/2j2OfeF","2017-01-25T03:30:00+0000","link","http://bit.ly/2j2OfeF","310668279073583_863565940450478",NA,5,0,0,5,2017-01-25 03:30:00,2017-01-24 17:30:00,"01/24/17","17:30","17"
"202",202,310668279073583,"Ward Village","Courtyard Cinema: Southside With You
Thursday, February 9, 2017
6:00pm - 9:00pm
Ward Village Courtyard
1240 Ala Moana Blvd.
Honolulu, HI 96814

Young Chicago lawyers Michelle Robinson (Tika Sumpter) and Barack Obama (Parker Sawyers) spend a sweltering summer afternoon visitng the art museum, eating lunch together, watching Do The Right Things, getting some ice cream and sharing a first kiss in this dramatization of the President and First Lady's fateful first date. Director Richard Tanne's debut feature premiered at the 2016 Sundance Film Festival.

Free parking is available across the street in the T.J. Maxx parking garage or at Ward Centre.","2017-01-24T00:03:43+0000","event","https://www.facebook.com/events/374647202900359/","310668279073583_374647202900359","Ward Village added an event.",12,0,0,12,2017-01-24 00:03:43,2017-01-23 14:03:43,"01/23/17","14:03","14"
"203",203,310668279073583,"Ward Village","""I'm really living my dream,"" says Julia Chu, owner of La Muse Boutique at South Shore Market​. Meet this lovely local business owner on the blog! > http://bit.ly/2jB44IH","2017-01-20T22:45:00+0000","link","http://bit.ly/2jB44IH","310668279073583_859809954159410",NA,3,0,0,3,2017-01-20 22:45:00,2017-01-20 12:45:00,"01/20/17","12:45","12"
"204",204,310668279073583,"Ward Village","By now, you've probably seen the beautiful art on the Ae‘o barricade! Take a look at all of the thought and hard work these 3 local artist put in to our mural.","2017-01-17T22:35:00+0000","video","https://www.facebook.com/WardVillage/videos/855431094597296/","310668279073583_855431094597296",NA,10,0,3,13,2017-01-17 22:35:00,2017-01-17 12:35:00,"01/17/17","12:35","12"
"205",205,310668279073583,"Ward Village","Come one, come all, we're doing a last call! Today's your last chance to skate at the Ice Rink, open until 9:00pm.","2017-01-16T17:30:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/855436037930135/?type=3","310668279073583_855436037930135",NA,1,0,0,1,2017-01-16 17:30:01,2017-01-16 07:30:01,"01/16/17","07:30","07"
"206",206,310668279073583,"Ward Village","Ever wonder what Chinese New Year is all about? Wonder no more. Check out our blog about the tradition here > http://bit.ly/2j4HRmm","2017-01-15T19:00:00+0000","link","http://bit.ly/2j4HRmm","310668279073583_854656291341443",NA,4,0,0,4,2017-01-15 19:00:00,2017-01-15 09:00:00,"01/15/17","09:00","09"
"207",207,310668279073583,"Ward Village","It's our last Toyota Hawaii Saturday at the Ice Rink! Don't forget, the first 100 skaters get free swag bags. 

This is a sponsored post.","2017-01-14T18:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/854247001382372/?type=3","310668279073583_854247001382372",NA,0,0,1,1,2017-01-14 18:00:01,2017-01-14 08:00:01,"01/14/17","08:00","08"
"208",208,310668279073583,"Ward Village","Join us tomorrow, rain or shine, at the Kakaako Farmers Market from 8am - 12pm. #SupportLocal","2017-01-13T22:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/854818031325269/?type=3","310668279073583_854818031325269",NA,3,0,0,3,2017-01-13 22:00:01,2017-01-13 12:00:01,"01/13/17","12:00","12"
"209",209,310668279073583,"Ward Village","Today is our last day of Yoga in the park from 5:30pm - 6:30pm. Next week, yoga resumes in the Courtyard.","2017-01-12T22:45:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/854818451325227/?type=3","310668279073583_854818451325227",NA,4,0,0,4,2017-01-12 22:45:01,2017-01-12 12:45:01,"01/12/17","12:45","12"
"210",210,310668279073583,"Ward Village","Meet Kekoa Collective, one of the Ward Village Shops' newest retail stores. Inside the blog, you'll learn about their mission of mindful living doing good by the community! > http://bit.ly/2j0G2Uz","2017-01-10T22:15:00+0000","link","http://bit.ly/2j0G2Uz","310668279073583_854658211341251",NA,4,0,0,4,2017-01-10 22:15:00,2017-01-10 12:15:00,"01/10/17","12:15","12"
"211",211,310668279073583,"Ward Village","""There is time, too, for fantasy about what life would be like outside the White House… [Then Chief of Staff Rahm Emanuel and] Mr. Obama once imagined moving to Hawaiæi to open a T-shirt shack that sold only one size (medium) and one color (white). Their dream was that they would no longer have to make decisions."" 

Join us on Wednesday, for the opening of the Medium White Tee Art installation at Ward Centre, beginning at 6pm. Learn more here > http://bit.ly/2iacn9E

#mediumwhitetee","2017-01-10T01:45:36+0000","link","http://bit.ly/2iacn9E","310668279073583_854236114716794",NA,2,0,0,2,2017-01-10 01:45:36,2017-01-09 15:45:36,"01/09/17","15:45","15"
"212",212,310668279073583,"Ward Village","Please join us for the opening of Medium White Tee, an art installation and pop–up shop selling only white T-shirts in size medium.  Medium White Tee is the fulfillment of President Obama’s reported fantasy of opening a Tshirt shack in Hawaii after his Presidency where the only right answer is one size (Medium) and one color (White).  Free and open to the public, with opening remarks by Maya Soetoro-Ng. 
 
Medium White Tee is a Honolulu Museum of Art off-site installation.  For project information and installation hours click here:  https://honolulumuseum.org/art/exhibitions/16093-medium_white_tee/","2017-01-06T19:54:03+0000","event","https://www.facebook.com/events/1866363206933242/","310668279073583_1866363206933242","Ward Village added an event.",3,1,0,4,2017-01-06 19:54:03,2017-01-06 09:54:03,"01/06/17","09:54","09"
"213",213,310668279073583,"Ward Village","Tonight at the Ice Rink dress up as your favorite #HarryPotter character for a chance to win 1 of 3 $50 GC packages for Harry Potter trivia night! Gift Cards courtesy of: @dnbhonolulu @poshdhi @noveltworld @paulbrownsalons & @kakaakokitchenhi #WeAreWard","2017-01-05T00:47:50+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/851418821665190/?type=3","310668279073583_851418821665190",NA,6,2,0,8,2017-01-05 00:47:50,2017-01-04 14:47:50,"01/04/17","14:47","14"
"214",214,310668279073583,"Ward Village","Hau‘oli Makahiki Hou from our Ward Village ‘Ohana to yours! Wishing you a fun, safe and prosperous New Year.","2017-01-01T10:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/847504098723329/?type=3","310668279073583_847504098723329",NA,12,0,1,13,2017-01-01 10:00:00,2017-01-01 00:00:00,"01/01/17","00:00","00"
"215",215,310668279073583,"Ward Village","Travel + Leisure has named Honolulu one of the 50 Best Places to Travel in 2017! > http://tandl.me/2i9z819","2016-12-31T03:45:00+0000","link","http://tandl.me/2i9z819","310668279073583_847500972056975",NA,4,0,6,10,2016-12-31 03:45:00,2016-12-30 17:45:00,"12/30/16","17:45","17"
"216",216,310668279073583,"Ward Village","ALERT: Due to unforeseen electrical issues, the Ice Rink will be temporarily closed today, 12/29. We hope to reopen the Ice Rink as soon as possible. We apologize for any inconvenience and would like to thank you all for your understanding.","2016-12-30T02:10:10+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/848070068666732/?type=3","310668279073583_848070068666732",NA,4,0,1,5,2016-12-30 02:10:10,2016-12-29 16:10:10,"12/29/16","16:10","16"
"217",217,310668279073583,"Ward Village","As the year comes to a close, we've taken the time to reflect on 2016 from the perspective of both our Ward Village Staff AND the Ward Village Community. Enjoy! > http://bit.ly/2iibRKU","2016-12-28T22:00:00+0000","link","http://bit.ly/2iibRKU","310668279073583_847392058734533",NA,1,0,0,1,2016-12-28 22:00:00,2016-12-28 12:00:00,"12/28/16","12:00","12"
"218",218,310668279073583,"Ward Village","We're happy to announce that Nobu Honolulu is opening TONIGHT at Ward Village on the bottom floor of Waiea!","2016-12-23T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/844847292322343/?type=3","310668279073583_844847292322343",NA,49,4,7,60,2016-12-23 22:00:00,2016-12-23 12:00:00,"12/23/16","12:00","12"
"219",219,310668279073583,"Ward Village","There's still plenty of time to finish your Christmas shopping! And just in case you're stumped, we've put together three lists for some of the toughest people to shop for, on the blog. PS: It's Holiday Spend & Get at Ward Village Shops! Receive a complimentary screensaver movie ticket when you spend $100. (Redeemable this weekend, 12/23 & 12/24, details on the website.) > http://bit.ly/2idsPq3","2016-12-22T04:00:01+0000","link","http://bit.ly/2idsPq3","310668279073583_843826419091097",NA,3,0,0,3,2016-12-22 04:00:01,2016-12-21 18:00:01,"12/21/16","18:00","18"
"220",220,310668279073583,"Ward Village","Tomorrow is another Toyota Hawaii Saturday! The first 100 skaters score free swag. PLUS, post a photo and follow us on Instagram (@wardvillage) for a chance to win a prize!","2016-12-20T19:13:12+0000","photo","https://www.facebook.com/WardVillage/photos/a.319854548154956.1073741827.310668279073583/843120409161698/?type=3","310668279073583_843120452495027","Ward Village updated their cover photo.",9,0,0,9,2016-12-20 19:13:12,2016-12-20 09:13:12,"12/20/16","09:13","09"
"221",221,310668279073583,"Ward Village","We're doing a Toy Drive from now through 12/23 at the Ice Rink to benefit HomeAid Hawaii's Home for the Holiday Event. The event benefits Homeless Honolulu Keiki and provides them a fun, safe, alcohol and drug-free environment for the Holiday. Details here > http://bit.ly/2hEg5w0","2016-12-19T22:00:00+0000","link","http://bit.ly/2hEg5w0","310668279073583_841172236023182",NA,0,0,0,0,2016-12-19 22:00:00,2016-12-19 12:00:00,"12/19/16","12:00","12"
"222",222,310668279073583,"Ward Village","Nobu will be open in Ward Village soon! We. Can't. Wait! > http://bit.ly/2gQn6Zt","2016-12-18T18:00:02+0000","link","http://bit.ly/2gQn6Zt","310668279073583_841148136025592",NA,16,0,1,17,2016-12-18 18:00:02,2016-12-18 08:00:02,"12/18/16","08:00","08"
"223",223,310668279073583,"Ward Village","Tomorrow is Toyota Hawaii Saturday at the Ice Rink! That means the first 100 skaters score free swag! PS: Bring the keiki to Skate with Santa too.

This post is sponsored by Toyota Hawai‘i","2016-12-17T02:47:22+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/841157152691357/?type=3","310668279073583_841157152691357",NA,2,0,0,2,2016-12-17 02:47:22,2016-12-16 16:47:22,"12/16/16","16:47","16"
"224",224,310668279073583,"Ward Village","Irene caught a ride to Ward Village with Uber and won a $500 Ward Village Shops gift card! Enter promo code WEAREWARD16 now through 12/24 for a chance to win.","2016-12-14T23:29:48+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/839871806153225/?type=3","310668279073583_839871806153225",NA,9,0,0,9,2016-12-14 23:29:48,2016-12-14 13:29:48,"12/14/16","13:29","13"
"225",225,310668279073583,"Ward Village","Join us for another Toyota Hawaii Saturday Night this weekend at the Ice Rink! Our proud sponsor is giving away FREE SWAG to the first 100 skaters. PLUS, enter for a change to win a 4-pack of skate tickets, VIP seating, snacks and drinks here > http://bit.ly/2g6z3eS","2016-12-13T22:15:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/834225853384487/?type=3","310668279073583_834225853384487",NA,4,3,1,8,2016-12-13 22:15:02,2016-12-13 12:15:02,"12/13/16","12:15","12"
"226",226,310668279073583,"Ward Village","Searching for waves at sunrise is called dawn patrolling and it's an integral part of surf culture. Read our dawn patrol blog at Kewalo Harbor here > http://bit.ly/2h825uq","2016-12-11T18:45:00+0000","link","http://bit.ly/2h825uq","310668279073583_835046893302383",NA,2,0,1,3,2016-12-11 18:45:00,2016-12-11 08:45:00,"12/11/16","08:45","08"
"227",227,310668279073583,"Ward Village","Put your brain to the test during our Wednesday Trivia Nights at the Ice Rink to win prizes.

This week we're asking you all about Disney Movies! 

Disney Trivia Night
Dec. 14th, 2016
6:00pm - 9:00pm
Ward Village Ice Rink
1240 Ala Moana Blvd.

Free parking is available across the street in the T.J. Maxx Parking Garage or in the Ward Centre parking garage.","2016-12-09T20:16:49+0000","event","https://www.facebook.com/events/1615863145388536/","310668279073583_1615863145388536","Ward Village added an event.",26,1,0,27,2016-12-09 20:16:49,2016-12-09 10:16:49,"12/09/16","10:16","10"
"228",228,310668279073583,"Ward Village","The Winter 2016 issue of the Forward Journal is on stands throughout Ward Village! In this issue, you'll meet the owners of South Shore Market's SALVAGE PUBLIC, give a nod to mod, meet the dog regulars (and their owners) of Ward Village and more! > http://bit.ly/2hbgWEn","2016-12-09T04:30:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/835677716572634/?type=3","310668279073583_835677716572634",NA,2,0,0,2,2016-12-09 04:30:00,2016-12-08 18:30:00,"12/08/16","18:30","18"
"229",229,310668279073583,"Ward Village","Twin Islands clothing just opened at South Shore Market! Read their heart-wrenching, but heartwarming story on the blog! > http://bit.ly/2h5aNa6","2016-12-08T04:15:00+0000","link","http://bit.ly/2h5aNa6","310668279073583_835037506636655",NA,6,0,0,6,2016-12-08 04:15:00,2016-12-07 18:15:00,"12/07/16","18:15","18"
"230",230,310668279073583,"Ward Village","Toyota Hawaii is a proud sponsor of the Ice Rink from now through January 16, 2017. You can be a  Hawaii VIP guest and WIN a pack of 4 tickets, good for 4 skate rentals (90-minutes), VIP seating, snacks and drinks. Good on Saturday nights only. To enter, visit > http://bit.ly/2g6z3eS","2016-12-06T22:45:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/834222160051523/?type=3","310668279073583_834222160051523",NA,13,0,2,15,2016-12-06 22:45:01,2016-12-06 12:45:01,"12/06/16","12:45","12"
"231",231,310668279073583,"Ward Village","Here's what happening at the Ice Rink this holiday season! Thanks to Honolulu Magazine for the write up. > http://bit.ly/2gj4TBb","2016-12-04T17:00:02+0000","link","http://bit.ly/2gj4TBb","310668279073583_831416893665383",NA,15,1,0,16,2016-12-04 17:00:02,2016-12-04 07:00:02,"12/04/16","07:00","07"
"232",232,310668279073583,"Ward Village","When in Hawai‘i, we take photos with Santa at his beach house. Take yours now through December 24th! PS: Tuesdays are pet nights!","2016-12-03T18:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/831325270341212/?type=3","310668279073583_831325270341212",NA,13,4,4,21,2016-12-03 18:00:01,2016-12-03 08:00:01,"12/03/16","08:00","08"
"233",233,310668279073583,"Ward Village","We can't believe it! South Shore Market has been open for 3 weeks now. If you haven't already, stop by to check out this great collection of local shops. > https://vimeo.com/191257010","2016-12-02T22:45:00+0000","video","https://vimeo.com/191257010","310668279073583_829723453834727",NA,0,0,0,0,2016-12-02 22:45:00,2016-12-02 12:45:00,"12/02/16","12:45","12"
"234",234,310668279073583,"Ward Village","Ever wonder what it takes to set up an Ice Rink in tropical weather? Check out this neat time lapse here! PS: It's trivia night at the Rink! AND the winner gets a prize!","2016-11-30T22:00:57+0000","video","https://www.facebook.com/WardVillage/videos/829670397173366/","310668279073583_829670397173366",NA,28,2,20,50,2016-11-30 22:00:57,2016-11-30 12:00:57,"11/30/16","12:00","12"
"235",235,310668279073583,"Ward Village","Happy Thanksgiving, from the Ward Village ‘Ohana to yours! 

#WeAreWard","2016-11-24T18:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/821398848000521/?type=3","310668279073583_821398848000521",NA,11,0,0,11,2016-11-24 18:00:01,2016-11-24 08:00:01,"11/24/16","08:00","08"
"236",236,310668279073583,"Ward Village","This week marked 2 years of Courtyard Yoga! From classes of 10, to classes of 100, we're excited that you all have been taking advantage of this community amenity. Mahalo to Lia Catanzaro, our instructor, for this photo.

#WeAreWard","2016-11-19T18:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/822495001224239/?type=3","310668279073583_822495001224239",NA,6,0,0,6,2016-11-19 18:00:01,2016-11-19 08:00:01,"11/19/16","08:00","08"
"237",237,310668279073583,"Ward Village",NA,"2016-11-19T01:55:13+0000","photo","https://www.facebook.com/WardVillage/photos/a.319854548154956.1073741827.310668279073583/822491634557909/?type=3","310668279073583_822491717891234","Ward Village updated their cover photo.",11,0,0,11,2016-11-19 01:55:13,2016-11-18 15:55:13,"11/18/16","15:55","15"
"238",238,310668279073583,"Ward Village","Today marks such a momentous occasion for us and our Waiea Residents. Depicted here, our blessing of awakes. #weareward","2016-11-17T18:51:40+0000","video","https://www.facebook.com/WardVillage/videos/821835407956865/","310668279073583_821835407956865","Ward Village was live.",11,0,2,13,2016-11-17 18:51:40,2016-11-17 08:51:40,"11/17/16","08:51","08"
"239",239,310668279073583,"Ward Village","Mahalo to everyone who came out and made the South Shore Market Grand Opening a smashing success! We are thrilled to see what the years will bring us, but more importantly, what it will bring for the locally owned shops in South Shore Market. > https://vimeo.com/191774656","2016-11-16T23:31:57+0000","video","https://vimeo.com/191774656","310668279073583_821349048005501",NA,16,0,6,22,2016-11-16 23:31:57,2016-11-16 13:31:57,"11/16/16","13:31","13"
"240",240,310668279073583,"Ward Village","One of our favorite times of year is here... the holidays! On our Honolulu City Lights Trolley Tour, you'll get a tour around the city to see all the beautiful light shows Honolulu has to offer. Tickets go on sale tomorrow. > http://bit.ly/2gfGf9g","2016-11-16T07:52:18+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/821011624705910/?type=3","310668279073583_821011624705910",NA,13,3,1,17,2016-11-16 07:52:18,2016-11-15 21:52:18,"11/15/16","21:52","21"
"241",241,310668279073583,"Ward Village","Grand Opening of South Shore Market","2016-11-11T19:34:53+0000","video","https://www.facebook.com/WardVillage/videos/818569774950095/","310668279073583_818569774950095","Ward Village was live.",24,0,0,24,2016-11-11 19:34:53,2016-11-11 09:34:53,"11/11/16","09:34","09"
